P_Name,Surname,ID_Card,N_year
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2013
Doc,Rivers,100000001,2012
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2018
Doc,Rivers,100000001,2019
Doc,Rivers,100000001,2010
Doc,Rivers,100000001,2010
